Date,Open,High,Low,Close,Volume
2013-04-28,7794.0,7794.0,7770.0,7780.0,2863.0
2013-04-25,7677.0,7811.0,7753.0,7794.0,5935.0
2013-04-24,7589.0,7690.0,7656.0,7677.0,3684.0
2013-04-23,7486.0,7600.0,7471.0,7589.0,5685.0
2013-04-22,7420.0,7520.0,7469.0,7486.0,4938.0
2013-04-21,7531.0,7420.0,7420.0,7420.0,281.0
2013-04-18,7537.0,7538.0,7508.0,7531.0,1568.0
2013-04-17,7739.0,7692.0,7500.0,7537.0,22121.0
2013-04-14,7826.0,7740.0,7735.0,7739.0,1349.0
2013-04-11,7701.0,7841.0,7792.0,7826.0,2998.0
2013-04-10,7681.0,7725.0,7668.0,7701.0,8898.0
2013-04-09,7702.0,7702.0,7661.0,7681.0,6844.0
